customer_id,gender,age,signup_date,subscription_type,monthly_fee,tenure_months,last_activity_date,num_logins_last_month,avg_watch_time_hours,num_complaints,used_discount,payment_method,auto_renew,country,device_type,has_multiple_profiles,support_tickets_last_year,churn
CUST00490,Female,69,2023-06-23,Standard,20,22,2023-06-27,5,8.55,0,False,PayPal,False,Germany,Desktop,False,1,0
CUST00491,Male,41,2022-08-09,Standard,20,32,2023-05-12,5,8.52,0,False,PayPal,True,UK,Desktop,False,0,0
CUST00492,Female,49,2024-12-12,Basic,10,4,2025-03-12,2,13.76,1,False,Credit Card,True,India,Desktop,False,0,0
CUST00493,Female,42,2023-05-26,Premium,30,23,2025-02-05,1,12.85,1,False,Debit Card,False,Germany,Desktop,False,0,1
CUST00494,Female,44,2025-04-08,Basic,10,0,2025-04-20,9,4.42,2,True,PayPal,False,USA,SmartTV,True,1,1
CUST00495,Male,41,2023-07-29,Basic,10,21,2023-12-04,7,0.78,0,True,Debit Card,False,UK,SmartTV,False,1,0
CUST00496,Female,38,2025-01-23,Basic,10,3,2025-02-26,4,15.42,0,False,Debit Card,False,Canada,Desktop,False,0,0
CUST00497,Male,68,2024-10-01,Basic,10,6,2025-01-27,4,15.37,0,False,PayPal,True,USA,Desktop,True,0,1
CUST00498,Female,20,2024-12-26,Standard,20,4,2025-04-08,8,6.29,0,True,Debit Card,False,India,Desktop,False,3,1
CUST00499,Male,57,2023-04-14,Premium,30,24,2024-10-24,5,12.96,0,True,Debit Card,False,UK,Mobile,True,2,0
CUST00500,Male,43,2022-10-17,Standard,20,30,2023-07-06,2,2.78,0,True,PayPal,False,Canada,Mobile,True,2,1
CUST00501,Female,40,2022-09-06,Standard,20,31,2024-05-25,10,7.0,0,True,PayPal,True,UK,Desktop,True,1,0
CUST00502,Female,54,2024-01-28,Premium,30,15,2024-04-13,6,9.22,0,True,Debit Card,True,USA,Mobile,False,2,1
CUST00503,Male,52,2023-06-08,Standard,20,22,2024-07-12,5,15.31,0,True,Credit Card,False,UK,Desktop,False,1,0
CUST00504,Male,23,2024-06-26,Premium,30,10,2025-03-30,8,16.51,0,True,Credit Card,True,UK,Desktop,True,0,0
CUST00505,Male,49,2023-05-28,Premium,30,23,2024-06-20,3,18.9,1,True,Debit Card,False,India,Mobile,False,2,0
CUST00506,Male,52,2022-06-22,Standard,20,34,2023-08-06,4,0.58,3,True,Debit Card,False,USA,Mobile,True,0,1
CUST00507,Female,48,2023-06-30,Basic,10,22,2024-07-22,5,12.95,1,False,Debit Card,True,USA,SmartTV,True,2,0
CUST00508,Female,25,2023-06-19,Standard,20,22,2023-10-12,8,1.48,0,True,Credit Card,True,USA,SmartTV,True,0,1
CUST00509,Female,38,2023-12-15,Standard,20,16,2024-02-04,5,14.73,1,True,PayPal,True,Canada,SmartTV,False,1,0
CUST00510,Male,38,2023-05-10,Premium,30,23,2023-07-15,2,1.56,1,True,PayPal,True,UK,Mobile,True,1,1
CUST00511,Male,62,2023-06-05,Basic,10,22,2023-09-17,4,8.1,0,True,Debit Card,False,Canada,Mobile,False,0,1
CUST00512,Male,41,2024-03-06,Premium,30,13,2024-04-15,5,13.99,0,True,Credit Card,False,Canada,Desktop,True,0,0
CUST00513,Male,60,2024-09-17,Standard,20,7,2024-12-03,5,18.98,0,True,PayPal,False,Germany,SmartTV,True,0,0
CUST00514,Male,41,2024-06-04,Basic,10,10,2024-12-31,6,10.64,0,True,Debit Card,True,Canada,Mobile,True,0,0
CUST00515,Female,24,2023-09-16,Basic,10,19,2024-04-10,3,12.75,0,False,Debit Card,False,Canada,Desktop,False,2,0
CUST00516,Female,45,2022-12-19,Basic,10,28,2023-09-13,0,10.27,0,True,PayPal,False,USA,SmartTV,False,1,1
CUST00517,Male,57,2023-10-15,Standard,20,18,2024-10-14,8,16.05,1,True,Debit Card,False,Germany,Desktop,True,1,1
CUST00518,Female,57,2024-09-12,Standard,20,7,2024-09-19,2,18.39,2,False,Debit Card,True,Germany,Mobile,True,1,1
CUST00519,Male,35,2022-09-21,Premium,30,31,2023-12-01,6,18.6,0,True,Debit Card,True,Canada,Mobile,True,1,0
CUST00520,Male,54,2023-05-30,Premium,30,23,2025-04-18,6,7.99,0,False,PayPal,True,USA,Mobile,True,0,1
CUST00521,Male,25,2024-01-27,Basic,10,15,2024-07-06,6,17.68,0,False,PayPal,True,India,Mobile,False,0,0
CUST00522,Male,63,2023-11-16,Standard,20,17,2024-08-22,2,12.81,0,True,PayPal,False,USA,SmartTV,False,1,1
CUST00523,Female,51,2024-12-13,Basic,10,4,2025-03-14,6,18.7,1,False,PayPal,False,India,Desktop,True,1,0
CUST00524,Male,30,2025-03-02,Basic,10,1,2025-03-08,3,19.04,0,True,Credit Card,False,Germany,Desktop,True,1,1
CUST00525,Female,28,2024-07-20,Premium,30,9,2025-01-30,3,2.95,0,False,PayPal,False,Germany,Mobile,True,3,0
CUST00526,Female,55,2023-01-22,Premium,30,27,2024-09-13,5,14.34,0,False,Credit Card,True,Germany,Desktop,False,1,0
CUST00527,Male,59,2022-09-14,Basic,10,31,2024-12-13,8,12.77,0,True,Debit Card,True,India,Mobile,True,2,1
CUST00528,Male,59,2024-12-24,Premium,30,4,2025-02-20,5,14.96,3,True,Credit Card,False,India,Mobile,True,1,1
CUST00529,Female,56,2024-11-29,Premium,30,5,2025-04-22,9,9.14,0,False,Credit Card,False,Canada,SmartTV,True,2,1
CUST00530,Female,46,2024-08-25,Premium,30,8,2024-12-15,4,8.57,0,False,Debit Card,False,UK,SmartTV,True,1,1
CUST00531,Male,34,2023-08-11,Basic,10,20,2023-10-22,6,17.81,0,False,PayPal,False,Canada,SmartTV,False,0,0
CUST00532,Male,22,2023-05-18,Basic,10,23,2023-06-20,11,2.96,0,False,PayPal,True,Germany,Desktop,False,0,1
CUST00533,Female,37,2024-03-25,Standard,20,13,2025-03-06,4,1.74,0,True,PayPal,True,USA,Desktop,False,2,0
CUST00534,Female,63,2024-03-24,Standard,20,13,2024-10-02,3,13.86,2,True,PayPal,False,UK,SmartTV,False,2,0
CUST00535,Female,44,2022-12-05,Basic,10,28,2024-12-01,9,2.78,0,True,PayPal,True,India,SmartTV,False,0,0
CUST00536,Male,35,2024-09-30,Basic,10,7,2025-04-22,4,10.1,1,False,Debit Card,True,India,Mobile,False,0,1
CUST00537,Male,24,2024-05-16,Premium,30,11,2025-01-30,4,1.0,0,True,PayPal,True,UK,SmartTV,True,1,1
CUST00538,Female,41,2022-12-11,Standard,20,28,2023-09-15,1,16.25,2,True,Credit Card,False,Canada,Desktop,False,1,0
CUST00539,Male,29,2023-07-31,Standard,20,21,2025-01-12,1,17.17,1,False,Credit Card,False,India,Desktop,True,0,1
CUST00540,Female,51,2022-12-04,Standard,20,28,2025-02-20,4,19.97,0,True,Debit Card,False,India,Mobile,False,1,0
CUST00541,Female,19,2022-08-11,Basic,10,32,2025-01-05,3,18.54,1,True,Credit Card,True,India,SmartTV,True,0,0
CUST00542,Male,21,2022-12-18,Premium,30,28,2024-10-08,5,11.4,0,False,PayPal,True,Germany,Desktop,False,0,0
CUST00543,Female,50,2025-04-05,Standard,20,0,2025-04-14,4,6.06,0,True,Credit Card,False,Canada,Mobile,True,0,1
CUST00544,Male,43,2022-12-11,Standard,20,28,2023-04-30,4,7.45,1,True,Debit Card,False,Canada,Mobile,True,1,0
CUST00545,Male,37,2024-10-13,Basic,10,6,2024-10-24,5,7.84,1,False,Debit Card,True,UK,Desktop,False,3,0
CUST00546,Male,66,2024-01-11,Basic,10,15,2025-02-25,2,15.92,0,False,Credit Card,True,India,SmartTV,False,0,1
CUST00547,Male,66,2022-11-24,Basic,10,29,2024-05-26,3,18.45,0,True,Credit Card,True,India,Desktop,True,1,0
CUST00548,Female,28,2023-05-08,Premium,30,23,2024-10-16,7,12.31,0,True,Debit Card,True,Germany,SmartTV,False,1,0
CUST00549,Male,42,2022-12-05,Basic,10,28,2024-07-02,4,9.96,0,False,Debit Card,False,UK,SmartTV,False,1,0
CUST00550,Female,28,2023-04-08,Basic,10,24,2024-05-30,7,9.4,1,True,Credit Card,False,Germany,Desktop,True,1,1
CUST00551,Male,60,2023-10-10,Standard,20,18,2024-06-07,8,17.37,0,False,Debit Card,True,India,Desktop,True,0,0
CUST00552,Female,51,2024-08-11,Premium,30,8,2024-12-27,2,14.72,0,True,Credit Card,False,USA,SmartTV,False,0,0
CUST00553,Male,38,2023-09-24,Premium,30,19,2023-12-10,6,7.24,1,False,PayPal,True,UK,Mobile,True,0,1
CUST00554,Female,30,2024-07-31,Basic,10,9,2024-10-02,4,17.58,1,True,Debit Card,False,Germany,SmartTV,True,1,0
CUST00555,Male,59,2025-03-24,Premium,30,1,2025-04-22,4,13.7,1,True,Credit Card,False,Germany,SmartTV,True,2,0
CUST00556,Male,19,2022-10-23,Standard,20,30,2024-04-11,2,4.93,0,True,Credit Card,True,USA,SmartTV,True,2,1
CUST00557,Female,57,2023-08-15,Standard,20,20,2023-08-26,4,0.75,0,True,Credit Card,False,UK,SmartTV,False,1,0
CUST00558,Female,33,2023-12-21,Basic,10,16,2024-12-13,5,7.08,0,False,Credit Card,False,Canada,Mobile,True,2,1
CUST00559,Male,27,2025-03-19,Standard,20,1,2025-04-08,4,5.14,1,True,Debit Card,False,India,Mobile,False,0,1
CUST00560,Male,56,2022-12-02,Premium,30,28,2024-07-26,6,11.38,0,False,PayPal,True,Canada,Desktop,True,0,1
CUST00561,Male,42,2023-03-26,Basic,10,25,2024-06-05,4,12.16,0,False,Debit Card,True,Canada,SmartTV,True,0,0
CUST00562,Female,46,2024-04-09,Premium,30,12,2024-12-16,6,1.47,0,True,Debit Card,False,India,Mobile,True,1,1
CUST00563,Male,35,2023-04-05,Standard,20,24,2024-06-13,5,8.3,3,False,Credit Card,False,Canada,Mobile,False,1,1
CUST00564,Male,30,2023-08-28,Standard,20,20,2024-12-22,5,10.77,0,True,Credit Card,True,Canada,SmartTV,False,0,0
CUST00565,Male,52,2023-05-13,Standard,20,23,2025-02-02,7,1.56,1,True,Debit Card,False,India,SmartTV,False,1,0
CUST00566,Female,42,2025-02-13,Standard,20,2,2025-02-15,7,10.59,0,False,Credit Card,True,USA,SmartTV,False,1,0
CUST00567,Male,32,2023-11-25,Basic,10,17,2024-06-21,6,19.38,1,False,Debit Card,False,UK,Desktop,False,0,1
CUST00568,Female,26,2024-09-10,Premium,30,7,2024-12-02,6,8.03,1,False,Credit Card,True,Canada,Mobile,True,0,0
CUST00569,Male,33,2023-09-28,Basic,10,19,2024-02-10,6,10.88,0,False,Debit Card,False,UK,SmartTV,True,1,0
CUST00570,Female,45,2023-06-27,Premium,30,22,2023-08-12,5,9.83,0,False,Debit Card,True,India,Desktop,False,1,1
CUST00571,Female,18,2023-11-20,Premium,30,17,2023-11-27,5,7.49,0,True,Debit Card,False,India,Mobile,True,1,0
CUST00572,Female,35,2024-07-04,Standard,20,9,2024-07-07,4,16.13,0,True,Debit Card,False,India,Desktop,False,1,0
CUST00573,Female,25,2023-09-14,Premium,30,19,2024-03-05,3,16.14,1,False,Debit Card,True,USA,Desktop,False,2,0
CUST00574,Female,64,2022-11-09,Basic,10,29,2025-01-12,7,17.08,1,True,PayPal,False,Germany,Desktop,False,1,1
CUST00575,Male,65,2023-07-19,Premium,30,21,2025-01-06,4,18.98,0,True,Credit Card,True,USA,SmartTV,True,0,0
CUST00576,Female,27,2022-12-12,Standard,20,28,2024-03-27,4,1.91,0,True,Debit Card,True,Germany,Desktop,True,1,0
CUST00577,Male,64,2024-06-06,Standard,20,10,2024-10-04,3,0.64,1,False,PayPal,True,USA,Desktop,True,1,0
CUST00578,Female,60,2022-08-29,Basic,10,32,2025-02-28,10,1.97,0,True,Credit Card,True,Canada,Mobile,False,2,1
CUST00579,Female,42,2023-11-09,Standard,20,17,2023-12-23,5,6.85,0,False,Debit Card,False,India,Mobile,True,1,0
CUST00580,Female,65,2023-07-26,Premium,30,21,2024-02-10,7,14.26,1,False,PayPal,False,UK,SmartTV,True,1,1
CUST00581,Male,36,2024-12-11,Standard,20,4,2025-04-17,3,5.2,0,True,Debit Card,True,India,Desktop,False,0,0
CUST00582,Male,56,2022-12-20,Standard,20,28,2024-09-05,3,18.1,0,True,Credit Card,False,Canada,Desktop,False,1,0
CUST00583,Female,35,2023-10-23,Premium,30,18,2024-03-25,6,3.47,1,True,Debit Card,True,UK,SmartTV,True,1,0
CUST00584,Female,29,2023-12-31,Standard,20,16,2025-01-11,7,18.69,0,True,PayPal,True,USA,Desktop,False,3,0
CUST00585,Male,22,2023-11-25,Premium,30,17,2023-12-12,6,18.04,2,True,PayPal,False,Canada,Mobile,True,2,0
CUST00586,Male,36,2025-04-04,Basic,10,0,2025-04-13,4,0.88,1,False,PayPal,False,Canada,Mobile,False,1,0
CUST00587,Male,50,2025-04-13,Standard,20,0,2025-04-22,7,13.25,1,False,PayPal,False,USA,Desktop,True,0,1
CUST00588,Female,69,2025-04-05,Premium,30,0,2025-04-18,3,6.74,1,True,PayPal,True,Canada,Mobile,True,0,0
CUST00589,Male,29,2022-12-10,Basic,10,28,2024-01-30,4,1.05,0,False,Credit Card,False,Canada,Mobile,True,1,0
CUST00590,Male,20,2023-04-26,Basic,10,24,2024-05-15,5,14.01,0,True,Credit Card,False,India,SmartTV,True,1,0
CUST00591,Male,41,2024-06-18,Premium,30,10,2025-03-17,3,9.83,0,True,PayPal,False,India,Desktop,True,3,0
CUST00592,Male,39,2023-06-13,Basic,10,22,2024-08-22,6,15.61,0,False,Debit Card,True,USA,Desktop,True,3,0
CUST00593,Male,50,2024-06-12,Standard,20,10,2025-01-16,5,10.42,0,False,Debit Card,True,Canada,SmartTV,False,1,0
CUST00594,Male,55,2022-05-09,Basic,10,35,2025-01-08,4,17.27,0,False,Debit Card,False,Canada,Mobile,True,0,1
CUST00595,Female,30,2024-12-28,Standard,20,4,2025-01-13,6,9.39,0,False,Credit Card,True,Germany,Mobile,False,0,0
CUST00596,Male,62,2024-12-25,Standard,20,4,2025-02-08,8,9.98,0,True,Credit Card,True,UK,Mobile,True,0,0
CUST00597,Male,21,2024-06-25,Standard,20,10,2024-12-28,5,10.61,0,False,Debit Card,False,Canada,SmartTV,False,1,1
CUST00598,Male,24,2025-02-08,Standard,20,2,2025-02-13,8,2.59,0,True,Credit Card,True,India,Mobile,False,0,0
CUST00599,Female,32,2023-02-10,Premium,30,26,2023-10-22,6,18.97,0,True,Credit Card,True,UK,SmartTV,False,0,0
CUST00600,Female,27,2023-07-16,Premium,30,21,2024-09-13,9,10.87,0,True,Debit Card,False,Canada,Mobile,False,0,0
CUST00601,Male,32,2022-10-30,Basic,10,30,2023-09-06,7,1.48,0,True,PayPal,False,India,Mobile,False,1,1
CUST00602,Male,23,2023-04-17,Premium,30,24,2024-04-20,4,1.45,0,True,Credit Card,True,Germany,Desktop,True,2,1
CUST00603,Female,24,2022-11-16,Standard,20,29,2024-09-13,1,13.37,0,True,Credit Card,False,UK,SmartTV,False,3,1
CUST00604,Male,45,2024-12-21,Basic,10,4,2025-01-28,7,2.02,0,False,Credit Card,True,USA,SmartTV,True,1,0
CUST00605,Female,66,2022-11-05,Basic,10,29,2023-02-27,8,5.51,1,True,PayPal,True,UK,SmartTV,False,1,0
CUST00606,Male,50,2022-11-15,Basic,10,29,2024-04-01,4,13.27,0,False,Credit Card,False,USA,Mobile,True,1,0
CUST00607,Female,42,2024-11-12,Standard,20,5,2025-03-25,6,11.74,0,False,Credit Card,True,USA,SmartTV,True,0,1
CUST00608,Male,63,2023-08-25,Standard,20,20,2024-06-24,8,8.78,0,True,Credit Card,True,UK,Mobile,False,0,0
CUST00609,Male,60,2024-06-27,Premium,30,10,2024-08-27,3,3.66,1,False,PayPal,True,Germany,Mobile,True,1,0
CUST00610,Female,45,2023-07-29,Premium,30,21,2023-11-21,7,18.07,1,False,Debit Card,True,India,SmartTV,False,0,0
CUST00611,Female,34,2023-04-04,Standard,20,24,2024-10-24,4,8.9,0,True,PayPal,False,India,SmartTV,False,3,1
CUST00612,Male,33,2024-09-11,Premium,30,7,2024-12-06,2,2.06,0,True,Credit Card,True,UK,Desktop,False,1,0
CUST00613,Female,33,2023-06-24,Standard,20,22,2025-01-11,4,13.97,0,True,Debit Card,False,Canada,Desktop,True,1,1
CUST00614,Female,53,2022-08-18,Standard,20,32,2024-11-10,3,8.96,0,False,PayPal,False,UK,Desktop,True,1,0
CUST00615,Female,60,2024-02-04,Basic,10,14,2025-04-09,2,14.43,0,True,Credit Card,False,Germany,Desktop,True,1,1
CUST00616,Male,68,2022-11-16,Standard,20,29,2023-02-25,6,4.08,0,True,PayPal,True,USA,Mobile,False,2,0
CUST00617,Male,42,2024-01-04,Standard,20,15,2024-01-07,3,3.12,1,False,Credit Card,True,Germany,SmartTV,False,2,0
CUST00618,Male,60,2024-05-07,Premium,30,11,2025-03-09,5,6.17,2,True,PayPal,False,Germany,SmartTV,True,3,0
CUST00619,Female,50,2023-01-22,Basic,10,27,2024-10-14,6,17.48,0,False,PayPal,True,India,SmartTV,False,1,0
CUST00620,Female,27,2023-05-13,Premium,30,23,2025-04-07,1,2.35,0,False,Debit Card,False,India,Desktop,True,1,0
CUST00621,Male,30,2025-01-21,Basic,10,3,2025-02-23,6,7.07,0,True,Debit Card,False,India,SmartTV,False,1,1
CUST00622,Male,22,2022-10-14,Standard,20,30,2023-09-30,8,5.45,1,True,Credit Card,False,USA,Mobile,False,0,1
CUST00623,Female,62,2024-10-20,Premium,30,6,2025-01-13,1,12.38,1,False,PayPal,False,USA,Mobile,True,0,0
CUST00624,Female,20,2022-07-18,Premium,30,33,2025-01-23,10,7.99,1,True,PayPal,True,USA,Mobile,True,1,1
CUST00625,Female,37,2023-12-05,Premium,30,16,2025-01-19,9,18.87,0,True,PayPal,False,UK,Desktop,True,0,0
CUST00626,Female,53,2024-06-17,Standard,20,10,2024-11-08,6,16.52,0,True,PayPal,False,USA,SmartTV,True,1,1
CUST00627,Female,29,2023-07-12,Premium,30,21,2023-10-15,4,19.05,1,False,Debit Card,False,USA,Mobile,False,0,0
CUST00628,Male,21,2023-12-12,Premium,30,16,2025-01-15,6,2.84,0,True,Credit Card,True,USA,Desktop,True,1,0
CUST00629,Male,50,2024-01-14,Standard,20,15,2025-01-30,5,19.81,0,True,Debit Card,True,Canada,SmartTV,True,0,0
CUST00630,Male,22,2023-08-07,Basic,10,20,2025-03-22,7,17.68,1,True,PayPal,False,UK,SmartTV,True,0,0
CUST00631,Male,49,2023-03-04,Basic,10,25,2024-04-15,6,17.29,0,True,Credit Card,False,India,Desktop,False,0,0
CUST00632,Male,39,2022-06-12,Premium,30,34,2024-05-01,10,6.87,1,False,Debit Card,False,Canada,Desktop,True,0,0
CUST00633,Female,33,2022-12-08,Basic,10,28,2024-05-20,2,15.24,1,True,Credit Card,True,Canada,SmartTV,True,1,0
CUST00634,Male,67,2022-08-04,Premium,30,32,2023-02-05,3,15.19,1,True,Debit Card,False,Canada,Mobile,False,1,1
CUST00635,Male,41,2024-12-18,Basic,10,4,2025-04-08,4,14.67,1,True,Debit Card,True,USA,Mobile,True,1,1
CUST00636,Male,25,2024-09-08,Premium,30,7,2024-10-16,6,18.78,0,False,Debit Card,True,Germany,Desktop,False,1,1
CUST00637,Female,56,2025-02-15,Premium,30,2,2025-03-15,6,17.71,0,False,Credit Card,True,UK,SmartTV,False,0,0
CUST00638,Male,62,2024-12-20,Basic,10,4,2025-03-10,7,1.11,0,True,PayPal,True,USA,SmartTV,True,2,1
CUST00639,Female,31,2024-07-14,Basic,10,9,2025-04-19,3,3.32,1,False,PayPal,False,UK,Mobile,True,1,0
CUST00640,Male,18,2024-04-13,Premium,30,12,2025-03-14,0,15.09,1,True,Credit Card,False,USA,SmartTV,True,0,1
CUST00641,Female,68,2024-04-23,Premium,30,12,2024-06-15,3,16.3,0,False,PayPal,True,Germany,Desktop,True,2,0
CUST00642,Male,31,2022-07-03,Basic,10,33,2025-04-22,5,9.17,0,False,PayPal,True,Germany,Mobile,True,0,0
CUST00643,Male,53,2022-08-24,Basic,10,32,2025-04-02,3,5.32,1,True,Credit Card,False,India,Mobile,False,2,0
CUST00644,Male,25,2024-12-05,Premium,30,4,2024-12-26,11,18.51,0,False,Debit Card,False,India,SmartTV,False,2,1
CUST00645,Male,27,2023-08-19,Premium,30,20,2025-04-05,3,18.92,0,True,Debit Card,True,UK,SmartTV,False,0,0
CUST00646,Male,38,2024-11-07,Premium,30,5,2024-12-20,6,18.77,0,True,Credit Card,True,Germany,SmartTV,True,0,1
CUST00647,Male,33,2023-10-23,Standard,20,18,2024-10-11,7,16.97,0,False,PayPal,True,UK,SmartTV,True,1,0
CUST00648,Male,42,2024-03-19,Standard,20,13,2025-02-19,6,7.93,0,True,Credit Card,False,India,Mobile,False,1,0
CUST00649,Male,52,2022-08-10,Premium,30,32,2023-08-19,4,16.37,0,False,PayPal,False,India,Desktop,False,1,1
CUST00650,Female,39,2023-03-12,Premium,30,25,2024-04-21,5,9.56,1,False,PayPal,False,UK,Mobile,False,2,1
CUST00651,Male,47,2024-04-11,Premium,30,12,2024-05-09,5,8.45,1,False,PayPal,True,USA,SmartTV,True,1,1
CUST00652,Female,61,2023-04-14,Premium,30,24,2024-12-16,5,12.19,1,False,PayPal,False,Germany,Desktop,False,0,0
CUST00653,Male,32,2023-05-15,Premium,30,23,2024-02-15,4,1.55,0,False,Credit Card,True,Canada,SmartTV,True,2,0
CUST00654,Female,33,2024-11-26,Standard,20,5,2025-03-21,6,14.3,0,True,PayPal,False,USA,Desktop,False,2,1
CUST00655,Female,52,2024-04-22,Basic,10,12,2025-03-05,4,19.85,0,True,Credit Card,True,Germany,SmartTV,True,1,0
CUST00656,Male,60,2023-08-31,Basic,10,20,2023-11-20,9,9.01,1,True,PayPal,True,India,SmartTV,True,0,0
CUST00657,Female,20,2022-10-31,Basic,10,30,2025-01-18,8,2.88,0,True,PayPal,False,Canada,Mobile,False,1,0
CUST00658,Male,40,2022-08-12,Premium,30,32,2023-05-01,8,7.24,0,True,PayPal,True,UK,Mobile,True,0,0
CUST00659,Male,55,2023-06-16,Standard,20,22,2024-08-17,5,17.64,0,False,Debit Card,True,India,Desktop,False,0,0
CUST00660,Female,46,2024-09-16,Basic,10,7,2024-11-15,1,13.92,0,False,PayPal,False,Germany,SmartTV,True,1,1
CUST00661,Male,47,2022-12-15,Premium,30,28,2024-12-08,1,18.34,0,True,Debit Card,True,India,Mobile,False,1,1
CUST00662,Male,22,2024-12-30,Premium,30,4,2025-03-19,6,15.95,1,False,Debit Card,False,Germany,SmartTV,False,0,1
CUST00663,Male,19,2022-10-08,Standard,20,30,2025-01-14,7,7.23,1,False,Debit Card,False,India,Desktop,False,1,0
CUST00664,Female,19,2022-10-09,Basic,10,30,2023-07-28,4,4.81,1,False,PayPal,False,Germany,Mobile,True,1,0
CUST00665,Female,38,2022-07-03,Standard,20,33,2023-04-04,4,15.03,0,False,Debit Card,True,Germany,SmartTV,True,0,0
CUST00666,Male,24,2023-03-07,Basic,10,25,2024-03-01,4,15.99,0,False,Credit Card,True,UK,Mobile,False,0,0
CUST00667,Female,27,2023-09-05,Basic,10,19,2023-12-28,5,15.01,1,True,Credit Card,False,Canada,SmartTV,True,1,0
CUST00668,Male,36,2023-02-20,Basic,10,26,2023-04-28,6,9.87,0,False,PayPal,False,India,SmartTV,True,1,0
CUST00669,Male,38,2022-08-23,Standard,20,32,2023-10-02,3,9.26,0,False,Credit Card,True,USA,SmartTV,True,1,0
CUST00670,Female,40,2025-04-16,Premium,30,0,2025-04-23,10,10.84,0,True,Debit Card,True,UK,Desktop,False,1,1
CUST00671,Male,30,2023-10-25,Standard,20,18,2024-08-11,6,9.09,0,True,PayPal,False,Canada,Mobile,True,2,1
CUST00672,Female,21,2022-11-15,Premium,30,29,2024-09-09,6,15.84,0,False,Credit Card,True,Canada,Desktop,False,1,0
CUST00673,Male,26,2025-04-07,Premium,30,0,2025-04-21,3,12.76,0,False,Credit Card,True,USA,Desktop,True,1,1
CUST00674,Male,62,2024-04-14,Basic,10,12,2025-03-02,3,11.56,0,True,Debit Card,False,India,Mobile,False,2,1
CUST00675,Female,26,2025-04-01,Basic,10,0,2025-04-10,5,11.25,1,False,Credit Card,False,Canada,Mobile,True,0,0
CUST00676,Male,64,2023-01-16,Basic,10,27,2023-02-10,6,14.38,0,False,Debit Card,True,UK,SmartTV,True,1,0
CUST00677,Male,51,2024-06-13,Premium,30,10,2025-03-13,4,16.21,0,True,Debit Card,True,USA,SmartTV,False,3,0
CUST00678,Female,23,2023-04-02,Standard,20,24,2023-07-13,3,17.43,0,False,Debit Card,False,Canada,SmartTV,False,0,1
CUST00679,Female,27,2023-05-30,Standard,20,23,2024-07-30,4,7.61,1,False,PayPal,True,Germany,SmartTV,False,0,0
CUST00680,Female,66,2025-01-17,Basic,10,3,2025-03-08,6,18.65,0,True,PayPal,False,UK,Mobile,False,1,1
CUST00681,Male,18,2022-07-10,Premium,30,33,2024-01-30,2,3.89,1,True,Debit Card,True,Canada,SmartTV,False,1,0
CUST00682,Male,65,2024-10-04,Basic,10,6,2024-10-12,7,3.78,0,True,Credit Card,False,Canada,SmartTV,False,2,1
CUST00683,Female,41,2025-03-25,Standard,20,1,2025-04-15,6,12.77,0,False,Credit Card,True,Germany,SmartTV,False,2,0
CUST00684,Male,32,2024-08-18,Basic,10,8,2025-04-16,7,12.64,0,False,Credit Card,False,Canada,Desktop,True,1,0
CUST00685,Male,25,2025-03-22,Premium,30,1,2025-04-12,4,16.43,0,False,Debit Card,True,USA,Mobile,True,1,0
CUST00686,Male,24,2023-06-20,Standard,20,22,2023-10-10,3,17.77,1,True,Credit Card,False,UK,Desktop,True,0,1
CUST00687,Female,62,2025-01-28,Basic,10,3,2025-04-22,4,11.96,1,False,Credit Card,False,Germany,SmartTV,True,0,1
CUST00688,Male,38,2022-07-05,Basic,10,33,2025-02-18,5,12.55,1,True,Credit Card,True,Canada,Mobile,False,2,0
CUST00689,Male,64,2023-03-04,Basic,10,25,2023-12-31,12,2.03,0,True,Credit Card,True,India,Desktop,False,0,1
CUST00690,Female,42,2023-09-17,Standard,20,19,2024-08-10,3,16.59,0,False,Credit Card,True,Germany,SmartTV,True,2,0
CUST00691,Female,23,2024-02-07,Standard,20,14,2024-12-30,4,3.81,0,False,Debit Card,False,USA,SmartTV,True,1,1
CUST00692,Male,62,2024-10-07,Basic,10,6,2025-01-10,5,9.62,1,False,PayPal,False,Germany,Mobile,True,0,0
CUST00693,Male,34,2024-01-08,Standard,20,15,2025-01-17,4,3.59,1,False,Debit Card,True,USA,Mobile,False,0,0
CUST00694,Female,38,2023-10-09,Standard,20,18,2024-10-24,6,13.94,1,False,PayPal,False,Germany,SmartTV,True,1,1
CUST00695,Male,41,2024-12-13,Basic,10,4,2025-01-23,6,10.08,1,True,PayPal,True,Canada,Mobile,True,1,0
CUST00696,Female,23,2025-01-16,Standard,20,3,2025-01-26,4,7.48,0,False,PayPal,True,Canada,Desktop,True,1,1
CUST00697,Male,62,2024-05-15,Premium,30,11,2025-03-06,5,0.53,0,False,Credit Card,False,Canada,Mobile,True,0,0
CUST00698,Male,52,2024-10-24,Standard,20,6,2025-03-11,2,15.62,0,True,Debit Card,True,UK,SmartTV,False,1,0
CUST00699,Female,31,2023-03-31,Premium,30,25,2023-08-26,6,17.49,0,True,Debit Card,True,Germany,Desktop,False,1,0
CUST00700,Male,49,2022-09-21,Basic,10,31,2025-02-26,3,12.99,0,False,Debit Card,True,UK,SmartTV,True,0,0
CUST00701,Female,58,2023-04-03,Standard,20,24,2023-09-05,5,5.22,0,False,Credit Card,False,USA,Desktop,False,4,0
